slice,kind,role,project,agent_type,session_id,start,end,dur_s,turns,raw_turns,tokens,cost_usd,note
053,subagent,subagent:claude-code-guide,root,claude-code-guide,agent-a6f433e0512b0c883.jsonl,2026-06-28T07:11:40.674000+00:00,2026-06-28T07:12:18.315000+00:00,38,6,16,225147,0.10,Confirm subagent discovery precedence
054,manager,manager:root,root,,ee2dd811-c044-4c0b-96d6-18d55ae6fe27,2026-06-27T10:37:53.463000+00:00,2026-06-27T16:33:47.937000+00:00,21354,77,196,16914521,16.56,22/143 mentions -> 054
054,manager,manager:root,root,,fd8674de-cea7-4689-b89e-9aac4a17c85a,2026-06-27T21:30:03.118000+00:00,2026-06-28T12:09:46.214000+00:00,52783,115,257,18906180,16.12,112/225 mentions -> 054
054,subagent,subagent:code-writer,controller,code-writer,agent-a388358d28148adbd.jsonl,2026-06-28T07:59:11.084000+00:00,2026-06-28T08:17:15.646000+00:00,1085,117,209,25977194,14.75,Code-writer for slice 054 controller
054,manager,manager:controller,controller,,e9b2c3b7-3916-4b79-9700-119f2dd866aa,2026-06-28T07:19:15.651000+00:00,2026-06-28T08:27:23.544000+00:00,4088,58,156,9870756,9.49,172/363 mentions -> 054
054,subagent,subagent:plan-writer,controller,plan-writer,agent-a6c02eec0145739f3.jsonl,2026-06-28T07:33:14.754000+00:00,2026-06-28T07:53:49.665000+00:00,1235,53,98,8003934,6.45,Plan-writer for slice 054 controller
054,subagent,subagent:code-reviewer,controller,code-reviewer,agent-a2fdfb5db88071d23.jsonl,2026-06-28T08:20:24.090000+00:00,2026-06-28T08:25:03.833000+00:00,280,24,56,3028890,2.43,Code-reviewer for slice 054 controller
054,subagent,subagent:slice-verifier,root,slice-verifier,agent-adaa03cf7b9a2a0be.jsonl,2026-06-28T08:30:02.573000+00:00,2026-06-28T08:37:08.582000+00:00,426,33,85,2832134,2.28,Independently verify slice 054
054,subagent,subagent:plan-reviewer,controller,plan-reviewer,agent-ac64856d332b86286.jsonl,2026-06-28T07:42:32.266000+00:00,2026-06-28T07:46:28.270000+00:00,236,14,43,1719969,1.86,Plan-reviewer for slice 054 controller
054,subagent,subagent:plan-reviewer,controller,plan-reviewer,agent-a40be2f250c85ce8e.jsonl,2026-06-28T07:54:27.358000+00:00,2026-06-28T07:58:12.482000+00:00,225,16,42,1673636,1.83,Plan-reviewer re-review slice 054
054,manager,manager:contracts,contracts,,5a13ff35-6dd3-44d0-bf64-fe1233e4d403,2026-06-28T07:06:05.163000+00:00,2026-06-28T07:17:05.696000+00:00,661,21,48,1378209,1.75,42/58 mentions -> 054
054,subagent,subagent:code-writer,contracts,code-writer,agent-af021c5a8e36f5de0.jsonl,2026-06-28T07:09:35.679000+00:00,2026-06-28T07:11:59.848000+00:00,144,21,40,1138433,1.00,Implement contracts toolchain selector
054,subagent,subagent:code-reviewer,contracts,code-reviewer,agent-ad2bfbda4a9f72ff1.jsonl,2026-06-28T07:12:41.873000+00:00,2026-06-28T07:16:15.690000+00:00,214,17,37,896797,0.88,Review contracts toolchain selector change
054,subagent,subagent:Explore,root,Explore,agent-a92d5aef0b08b3687.jsonl,2026-06-27T10:41:00.153000+00:00,2026-06-27T10:43:50.608000+00:00,170,9,37,327181,0.46,Ground HelmCharts digest pinning
054,subagent,subagent:Explore,root,Explore,agent-abb73794ad238a38c.jsonl,2026-06-27T10:41:14.524000+00:00,2026-06-27T10:43:00.143000+00:00,106,6,27,224465,0.41,Ground controller manifest-image seams
054,subagent,subagent:Explore,root,Explore,agent-ac765e823466d407e.jsonl,2026-06-27T10:40:42.119000+00:00,2026-06-27T10:42:13.181000+00:00,91,6,19,176185,0.38,Ground worker cexec for parity slice
054,subagent,subagent:Explore,controller,Explore,agent-a922fd22d1ca118a0.jsonl,2026-06-28T07:33:31.462000+00:00,2026-06-28T07:34:09.600000+00:00,38,12,36,255152,0.06,Survey controller docs for slice 054
055,manager,manager:root,root,,4de48c1f-2d45-4e8c-bb33-d80bbf83719a,2026-07-02T16:07:45.165000+00:00,2026-07-02T19:53:08.886000+00:00,13524,129,326,30717570,22.95,130/237 mentions -> 055
055,subagent,subagent:code-writer,controller,code-writer,agent-a557b3405c49a5ae6.jsonl,2026-07-02T17:30:51.114000+00:00,2026-07-02T17:53:31.600000+00:00,1360,126,247,31970243,18.22,Code-writer for slice 055 controller
055,manager,manager:controller,controller,,6b494c11-727b-4b04-9c59-07ba10ca302e,2026-07-02T16:56:18.074000+00:00,2026-07-02T18:07:47.412000+00:00,4289,53,143,10324199,10.35,96/370 mentions -> 055
055,manager,manager:worker,worker,,1a807ae3-77e4-4361-91c7-1e3cb3ee7f47,2026-07-02T18:08:54.060000+00:00,2026-07-02T19:09:41.506000+00:00,3647,52,140,8627596,8.49,54/111 mentions -> 055
055,manager,manager:contracts,contracts,,a08df8d1-44b1-43e4-b591-5407b5faf437,2026-07-02T16:33:15.885000+00:00,2026-07-02T16:55:44.594000+00:00,1349,48,108,5244907,5.71,35/60 mentions -> 055
055,subagent,subagent:code-writer,worker,code-writer,agent-af0cbc7709e26a3d5.jsonl,2026-07-02T18:41:21.265000+00:00,2026-07-02T18:55:19.954000+00:00,839,46,124,6982150,4.68,Implement cexec parity
055,subagent,subagent:code-reviewer,controller,code-reviewer,agent-a6ec01ab7f6999b75.jsonl,2026-07-02T17:55:26.712000+00:00,2026-07-02T18:06:04.700000+00:00,638,28,88,3944504,3.83,Code-reviewer for slice 055 controller
055,subagent,subagent:code-reviewer,worker,code-reviewer,agent-aaaa01df380d0ff57.jsonl,2026-07-02T18:57:32.842000+00:00,2026-07-02T19:08:13.890000+00:00,641,31,79,3802574,3.76,Review cexec parity implementation
055,manager,manager:root,root,,5a645381-6f4a-409b-9bc4-751ded815632,2026-06-29T19:48:39.313000+00:00,2026-06-29T20:05:43.140000+00:00,1024,37,91,3344137,3.48,9/32 mentions -> 055
055,subagent,subagent:slice-verifier,root,slice-verifier,agent-a4d9f3ce8e6e5e479.jsonl,2026-07-02T19:14:04.998000+00:00,2026-07-02T19:23:37.171000+00:00,572,34,94,3857729,3.03,Independently verify slice 055
055,subagent,subagent:plan-writer,controller,plan-writer,agent-a49b17c550c805160.jsonl,2026-07-02T17:12:06.582000+00:00,2026-07-02T17:21:41.708000+00:00,575,18,53,3032139,3.01,Plan-writer for slice 055 controller
055,subagent,subagent:plan-writer,worker,plan-writer,agent-a9dbda6abebd5fe29.jsonl,2026-07-02T18:20:45.471000+00:00,2026-07-02T18:31:13.090000+00:00,628,17,52,2099060,2.29,Write plan for cexec parity
055,subagent,subagent:plan-reviewer,worker,plan-reviewer,agent-a84c16ed824ba4e8a.jsonl,2026-07-02T18:32:05.618000+00:00,2026-07-02T18:40:13.714000+00:00,488,14,47,1680440,1.94,Review cexec parity plan
055,subagent,subagent:plan-reviewer,controller,plan-reviewer,agent-ae7390afd06c5d8d8.jsonl,2026-07-02T17:22:24.526000+00:00,2026-07-02T17:29:34.560000+00:00,430,14,49,1760036,1.92,Plan-reviewer for slice 055 controller
055,subagent,subagent:code-writer,contracts,code-writer,agent-af7db719581eae590.jsonl,2026-07-02T16:41:59.187000+00:00,2026-07-02T16:43:44.683000+00:00,105,12,27,603638,0.65,Implement slice 055 contracts fields
055,subagent,subagent:code-reviewer,contracts,code-reviewer,agent-a3aea21c022285860.jsonl,2026-07-02T16:44:41.617000+00:00,2026-07-02T16:48:12.376000+00:00,211,8,28,424584,0.58,Review slice 055 contracts change
055,subagent,subagent:general-purpose,controller,general-purpose,agent-af0493f825847fa23.jsonl,2026-07-02T17:12:24.800000+00:00,2026-07-02T17:13:40.026000+00:00,75,5,21,216194,0.44,Survey controller + root docs
055,subagent,subagent:Explore,worker,Explore,agent-a3a7edfac1901596b.jsonl,2026-07-02T18:21:11.870000+00:00,2026-07-02T18:22:56.988000+00:00,105,5,26,116224,0.29,Survey worker + root docs for slice 055
056,manager,manager:root,root,,bc403405-8d91-40ab-bcdb-4d3f5e3d5094,2026-07-03T21:51:23.876000+00:00,2026-07-04T08:57:22.526000+00:00,39959,286,638,106058625,71.58,53/317 mentions -> 056
057,manager,manager:root,root,,bb4d18ae-e5ff-40e2-bccb-3a78bc64df44,2026-06-28T17:25:07.178000+00:00,2026-06-28T19:40:50.611000+00:00,8143,123,298,19026304,14.15,85/155 mentions -> 057
057,subagent,subagent:fork,root,fork,agent-a28ac940bace1c4f6.jsonl,2026-07-03T06:36:44.823000+00:00,2026-07-03T06:56:07.424000+00:00,1163,86,144,24435448,8.56,Fix Markdown escaping in project review doc
057,subagent,subagent:code-writer,controller,code-writer,agent-a5f507cf1463802d7.jsonl,2026-06-28T18:23:49.621000+00:00,2026-06-28T18:31:51.210000+00:00,482,56,111,7254770,5.30,Implement slice 057 controller plan
057,manager,manager:worker,worker,,da86ea47-520a-4f60-87bb-2d02f695877e,2026-06-28T18:39:10.937000+00:00,2026-06-28T19:13:55.272000+00:00,2084,48,126,5097870,5.13,71/136 mentions -> 057
057,manager,manager:controller,controller,,ee6d2ece-fadc-4bd8-bcb4-b562e8d87bdd,2026-06-28T17:54:51.333000+00:00,2026-06-28T18:38:06.576000+00:00,2595,39,102,4583705,4.57,82/180 mentions -> 057
057,subagent,subagent:code-writer,worker,code-writer,agent-ab5439e32f128775a.jsonl,2026-06-28T19:00:13.060000+00:00,2026-06-28T19:06:07.385000+00:00,354,43,96,4371897,2.91,Implement slice 057 worker
057,subagent,subagent:plan-writer,controller,plan-writer,agent-a6adccdf910a2627f.jsonl,2026-06-28T18:13:44.182000+00:00,2026-06-28T18:19:52.636000+00:00,368,38,79,3127648,2.23,Revise slice 057 controller plan
057,manager,manager:root,root,,130fe397-3a24-495d-bffa-888dc9144c37,2026-07-03T06:28:29.106000+00:00,2026-07-03T06:57:34.519000+00:00,1745,24,48,3550360,2.22,30/108 mentions -> 057
057,subagent,subagent:plan-writer,controller,plan-writer,agent-a0c1c08d8c0801107.jsonl,2026-06-28T18:01:58.500000+00:00,2026-06-28T18:07:49.001000+00:00,351,15,33,1610556,1.80,Write plan for slice 057 controller
057,subagent,subagent:slice-verifier,root,slice-verifier,agent-a2d0127b7a8988287.jsonl,2026-06-28T19:15:20.727000+00:00,2026-06-28T19:21:04.619000+00:00,344,27,70,2001855,1.65,Independent slice 057 verification
057,subagent,subagent:code-reviewer,worker,code-reviewer,agent-aba3114e4b2b89952.jsonl,2026-06-28T19:07:28.794000+00:00,2026-06-28T19:12:05.999000+00:00,277,23,53,1865258,1.63,Review slice 057 worker implementation
057,subagent,subagent:plan-writer,worker,plan-writer,agent-a41ae96bab6500b7e.jsonl,2026-06-28T18:48:11.812000+00:00,2026-06-28T18:53:59.551000+00:00,348,15,45,1357390,1.62,Write plan for slice 057 worker
057,subagent,subagent:plan-reviewer,controller,plan-reviewer,agent-a3a46519a23aec407.jsonl,2026-06-28T18:08:27.783000+00:00,2026-06-28T18:12:42.842000+00:00,255,21,54,1628992,1.43,Review slice 057 controller plan
057,subagent,subagent:code-reviewer,controller,code-reviewer,agent-ac8759792bea5a408.jsonl,2026-06-28T18:33:05.235000+00:00,2026-06-28T18:36:38.943000+00:00,214,14,35,1053761,1.31,Code-review slice 057 controller
057,subagent,subagent:plan-reviewer,controller,plan-reviewer,agent-a8ee0e409c04f523e.jsonl,2026-06-28T18:20:15.577000+00:00,2026-06-28T18:23:08.975000+00:00,173,13,33,981824,1.21,Re-review revised slice 057 plan
057,subagent,subagent:plan-reviewer,worker,plan-reviewer,agent-a8fdf25c161a404c8.jsonl,2026-06-28T18:54:58.463000+00:00,2026-06-28T18:57:46.262000+00:00,168,12,39,978755,1.10,Review slice 057 worker plan
057,subagent,subagent:Explore,worker,Explore,agent-a14f2a7262569baba.jsonl,2026-06-28T18:48:29.177000+00:00,2026-06-28T18:49:15.303000+00:00,46,12,28,238134,0.06,Survey worker and root docs
057,subagent,subagent:Explore,controller,Explore,agent-af9205f9f9a982d29.jsonl,2026-06-28T18:02:15.885000+00:00,2026-06-28T18:02:56.569000+00:00,41,14,33,295789,0.06,Survey controller and root docs
058,subagent,subagent:code-writer,controller,code-writer,agent-a8f6e320125177fb5.jsonl,2026-07-05T10:04:42.841000+00:00,2026-07-05T11:23:01.785000+00:00,4699,264,561,99251327,57.52,Code-writer for slice 058 controller
058,manager,manager:root,root,,8013e853-c9d4-4bc4-9f65-1af450a0588a,2026-06-27T20:17:12.055000+00:00,2026-06-27T22:52:53.788000+00:00,9342,104,268,30152976,24.55,45/341 mentions -> 058
058,manager,manager:root,root,,ffc296b0-25d2-41a3-9211-28a8f9428945,2026-07-05T08:26:44.937000+00:00,2026-07-05T13:02:08.862000+00:00,16524,158,396,32061272,23.69,217/370 mentions -> 058
058,manager,manager:root,root,,65dfb68e-824b-4e3d-b6ce-8deda17261ab,2026-06-27T21:20:32.527000+00:00,2026-06-27T22:35:07.181000+00:00,4475,61,197,14395835,14.47,44/192 mentions -> 058
058,manager,manager:controller,controller,,585981a8-423a-4376-893b-edf95e1448ef,2026-07-05T08:53:17.785000+00:00,2026-07-05T11:28:04.620000+00:00,9287,65,186,11046629,12.66,182/561 mentions -> 058
058,subagent,subagent:plan-writer,controller,plan-writer,agent-a2b2058b59d2dbc47.jsonl,2026-07-05T09:06:24.381000+00:00,2026-07-05T09:50:44.096000+00:00,2660,69,173,14562151,10.57,Plan-writer for slice 058 controller
058,subagent,subagent:code-writer,bot,code-writer,agent-ae32c0bb92cffa35e.jsonl,2026-07-05T11:39:41.521000+00:00,2026-07-05T11:54:26.794000+00:00,885,72,142,10737793,6.75,Implement slice 058 bot dead-weight notification
058,subagent,subagent:code-reviewer,controller,code-reviewer,agent-a66eb93140c33ae6a.jsonl,2026-07-05T11:06:51.810000+00:00,2026-07-05T11:25:38.968000+00:00,1127,41,129,6704956,5.86,Code-reviewer for slice 058 controller
058,manager,manager:bot,bot,,621e329e-86c3-4fe9-adb1-71719ae85357,2026-07-05T11:30:20.283000+00:00,2026-07-05T12:08:46.216000+00:00,2306,33,88,4048294,5.26,91/172 mentions -> 058
058,subagent,subagent:slice-verifier,root,slice-verifier,agent-a34c7e9dee7323e86.jsonl,2026-07-05T12:09:48.967000+00:00,2026-07-05T12:21:13.256000+00:00,684,42,143,6843103,4.95,Independent slice-058 verification
058,manager,manager:contracts,contracts,,b755b869-b1e7-4555-ad37-e73dfbf9d207,2026-07-05T08:31:20.964000+00:00,2026-07-05T08:51:49.232000+00:00,1228,33,91,3095555,3.41,33/102 mentions -> 058
058,subagent,subagent:code-writer,contracts,code-writer,agent-ac2a8533ee4118175.jsonl,2026-07-05T08:38:40.361000+00:00,2026-07-05T08:44:12.654000+00:00,332,46,111,4267728,3.00,Implement contracts slice 058
058,subagent,subagent:code-reviewer,bot,code-reviewer,agent-a34541a4dfb071969.jsonl,2026-07-05T11:55:35.449000+00:00,2026-07-05T12:07:19.024000+00:00,704,26,75,2196612,2.44,Adversarial review of slice 058 bot change
058,subagent,subagent:plan-reviewer,controller,plan-reviewer,agent-af88e1dc1189746c4.jsonl,2026-07-05T09:30:14.685000+00:00,2026-07-05T09:41:46.475000+00:00,692,18,64,2224001,2.16,Plan-reviewer for slice 058 controller
058,subagent,subagent:plan-reviewer,controller,plan-reviewer,agent-aaf1c15b91b2332c1.jsonl,2026-07-05T09:51:48.541000+00:00,2026-07-05T09:57:41.821000+00:00,353,14,49,1380869,1.44,Plan-reviewer re-review slice 058
058,subagent,subagent:Explore,root,Explore,agent-a2d55907aa73373b1.jsonl,2026-06-27T21:07:32.662000+00:00,2026-06-27T21:11:34.475000+00:00,242,18,68,816569,0.81,Scan app code for cloning architecture
058,subagent,subagent:Explore,root,Explore,agent-abc93010b1d40c219.jsonl,2026-06-27T21:07:24.447000+00:00,2026-06-27T21:11:07.237000+00:00,223,11,44,483968,0.78,Scan specs for controller-cloning blockers
058,subagent,subagent:code-reviewer,contracts,code-reviewer,agent-a8fde87f504b17701.jsonl,2026-07-05T08:45:25.616000+00:00,2026-07-05T08:50:22.932000+00:00,297,11,47,552589,0.68,Review contracts slice 058
058,subagent,subagent:Explore,root,Explore,agent-af3a74aa5a2348c54.jsonl,2026-06-27T21:27:29.836000+00:00,2026-06-27T21:29:32.953000+00:00,123,8,34,361592,0.57,Ground bot notifications+buttons
058,subagent,subagent:code-writer,bot,code-writer,agent-ad3d25face5db1481.jsonl,2026-07-05T12:04:28.487000+00:00,2026-07-05T12:06:11.706000+00:00,103,13,32,491015,0.52,Fix minor #1 negative-index guard
058,subagent,subagent:Explore,root,Explore,agent-abf4a72603b93c271.jsonl,2026-06-27T21:27:17.922000+00:00,2026-06-27T21:28:45.809000+00:00,88,3,17,113703,0.51,Ground controller+contracts post-046
058,subagent,subagent:Explore,controller,Explore,agent-a658daf129c3de6e5.jsonl,2026-07-05T09:06:43.541000+00:00,2026-07-05T09:09:50.867000+00:00,187,6,36,211308,0.50,Survey docs for slice 058
059,manager,manager:root,root,,38b1841e-0bdd-4d3a-bbe3-2b0f22497f46,2026-06-29T07:15:45.788000+00:00,2026-06-29T09:46:09.189000+00:00,9023,151,318,23544728,15.98,95/130 mentions -> 059
059,subagent,subagent:code-writer,worker,code-writer,agent-ae95ca867e13c0bd8.jsonl,2026-06-29T08:30:39.359000+00:00,2026-06-29T08:40:41.471000+00:00,602,81,156,10802684,6.52,Implement slice 059 worker
059,manager,manager:root,root,,25b239d9-8da5-4a29-a421-19aac86e02ab,2026-06-29T07:41:16.919000+00:00,2026-06-29T08:06:48.637000+00:00,1532,54,113,6218204,5.96,19/44 mentions -> 059
059,manager,manager:worker,worker,,79030b0f-c262-4fdb-b692-222121450766,2026-06-29T08:12:39.877000+00:00,2026-06-29T08:48:20.988000+00:00,2141,48,106,5532509,5.25,85/137 mentions -> 059
059,subagent,subagent:plan-writer,worker,plan-writer,agent-a892e36a1af0b75e7.jsonl,2026-06-29T08:19:28.579000+00:00,2026-06-29T08:25:56.920000+00:00,388,25,61,2611086,2.91,Write plan for slice 059 worker
059,manager,manager:vscode-extension,vscode-extension,,3ea0fe41-7857-4b16-9491-8dac3f6b4415,2026-06-29T09:00:10.173000+00:00,2026-06-29T09:09:08.754000+00:00,539,23,64,1685014,2.11,32/56 mentions -> 059
059,manager,manager:controller,controller,,e08a86b1-87e3-46ee-878c-24d3ee8ff4fc,2026-06-29T08:49:16.955000+00:00,2026-06-29T08:59:18.918000+00:00,602,25,65,1712490,2.01,44/45 mentions -> 059
059,subagent,subagent:code-reviewer,worker,code-reviewer,agent-afbdb202d6031e691.jsonl,2026-06-29T08:42:40.510000+00:00,2026-06-29T08:46:35.301000+00:00,235,24,52,2234034,1.80,Code-review slice 059 worker
059,subagent,subagent:slice-verifier,root,slice-verifier,agent-a40458d709d7352df.jsonl,2026-06-29T09:10:28.596000+00:00,2026-06-29T09:14:16.532000+00:00,228,19,60,1382677,1.30,Independent slice 059 verification
059,subagent,subagent:plan-reviewer,worker,plan-reviewer,agent-a594eb05e509e14dc.jsonl,2026-06-29T08:26:36.945000+00:00,2026-06-29T08:29:38.257000+00:00,181,13,39,1176267,1.25,Review plan for slice 059 worker
059,subagent,subagent:code-writer,vscode-extension,code-writer,agent-aa2cb47c5aa9c4c77.jsonl,2026-06-29T09:04:30.148000+00:00,2026-06-29T09:06:14.377000+00:00,104,22,45,1189987,1.00,Implement vscode-extension kc rename
059,subagent,subagent:code-writer,controller,code-writer,agent-a0035b189373f14c9.jsonl,2026-06-29T08:53:01.844000+00:00,2026-06-29T08:55:14.865000+00:00,133,23,45,1094803,0.92,Implement slice 059 controller change
059,subagent,subagent:code-reviewer,controller,code-reviewer,agent-a18e1de416dedcd01.jsonl,2026-06-29T08:55:46.199000+00:00,2026-06-29T08:57:54.828000+00:00,129,9,23,417334,0.53,Review slice 059 controller change
059,subagent,subagent:code-reviewer,vscode-extension,code-reviewer,agent-a13aeae958b46e609.jsonl,2026-06-29T09:06:47.246000+00:00,2026-06-29T09:08:26.628000+00:00,99,7,20,301552,0.46,Review vscode-extension kc rename
059,subagent,subagent:Explore,worker,Explore,agent-a3f4b124a96b7ff8c.jsonl,2026-06-29T08:19:46.484000+00:00,2026-06-29T08:20:58.548000+00:00,72,11,31,261498,0.08,Survey worker + root docs for slice 059
060,manager,manager:root,root,,d0f1d64a-11f7-47b4-8c26-a7b485c10dd8,2026-07-02T16:29:58.939000+00:00,2026-07-02T18:30:56.949000+00:00,7258,157,369,26103260,17.98,144/207 mentions -> 060
060,manager,manager:worker,worker,,b302d5fc-8982-4623-9f18-c47483177009,2026-07-02T17:06:59.811000+00:00,2026-07-02T17:54:33.614000+00:00,2854,52,133,7017880,7.17,44/129 mentions -> 060
060,subagent,subagent:code-writer,worker,code-writer,agent-acb92fc120b1951b5.jsonl,2026-07-02T17:34:57.729000+00:00,2026-07-02T17:45:34.010000+00:00,636,57,136,10365980,6.68,Implement slice 060 worker
060,manager,manager:contracts,contracts,,98da2e53-23e9-4e32-938f-a746260e7610,2026-07-02T16:35:46.859000+00:00,2026-07-02T16:52:23.739000+00:00,997,35,89,2805962,3.18,33/55 mentions -> 060
060,subagent,subagent:plan-writer,worker,plan-writer,agent-aa2266bc77aad07f3.jsonl,2026-07-02T17:16:43.175000+00:00,2026-07-02T17:26:54.713000+00:00,612,21,69,2550134,2.39,Write plan for slice 060 worker
060,manager,manager:root,root,,59ef6420-0c7b-4f1c-9c82-470f707b2b16,2026-07-02T16:08:01.808000+00:00,2026-07-02T16:17:22.414000+00:00,561,18,56,1505059,2.19,14/36 mentions -> 060
060,subagent,subagent:slice-verifier,root,slice-verifier,agent-a2765f9c67fa92193.jsonl,2026-07-02T17:56:21.351000+00:00,2026-07-02T18:03:03.601000+00:00,402,37,110,2758706,2.08,Independently verify slice 060
060,subagent,subagent:plan-reviewer,worker,plan-reviewer,agent-ad3fddd86a24c671c.jsonl,2026-07-02T17:27:48.651000+00:00,2026-07-02T17:34:05.643000+00:00,377,15,53,1542196,1.57,Review plan for slice 060 worker
060,subagent,subagent:code-reviewer,worker,code-reviewer,agent-ae6ba57961ff2054d.jsonl,2026-07-02T17:47:16.632000+00:00,2026-07-02T17:52:30.868000+00:00,314,18,63,1670060,1.55,Code review slice 060 worker
060,subagent,subagent:code-writer,contracts,code-writer,agent-ad9f774370655fd7c.jsonl,2026-07-02T16:41:15.731000+00:00,2026-07-02T16:44:34.401000+00:00,199,25,67,1325732,1.42,Implement contracts rename for slice 060
060,subagent,subagent:code-reviewer,contracts,code-reviewer,agent-ae50eea8aa8cbc837.jsonl,2026-07-02T16:46:50.857000+00:00,2026-07-02T16:50:56.125000+00:00,245,14,50,808253,0.80,Review contracts rename for slice 060
060,subagent,subagent:general-purpose,worker,general-purpose,agent-a73993edcb5e742f2.jsonl,2026-07-02T17:16:57.273000+00:00,2026-07-02T17:18:36.292000+00:00,99,5,23,217103,0.43,Survey worker + root docs
061,manager,manager:root,root,,39f22d22-c328-4b29-918a-8b42f94b7b96,2026-07-04T20:06:47.403000+00:00,2026-07-05T06:46:16.666000+00:00,38369,135,350,29929315,25.14,111/154 mentions -> 061
061,subagent,subagent:code-writer,controller,code-writer,agent-af7aeb72afc1797d5.jsonl,2026-07-04T22:36:49.602000+00:00,2026-07-04T22:53:18.257000+00:00,989,103,243,15979833,10.06,Implement slice 061 controller plan
061,subagent,subagent:plan-writer,controller,plan-writer,agent-ad06ad15d295ad220.jsonl,2026-07-04T21:58:06.051000+00:00,2026-07-04T22:32:43.351000+00:00,2077,71,179,12101831,8.77,Write plan for slice 061 controller
061,manager,manager:contracts,contracts,,68b15523-4c2d-48f8-881f-f8d74aba3b7c,2026-07-04T20:12:50.644000+00:00,2026-07-04T21:40:07.455000+00:00,5237,52,163,7833702,7.97,93/207 mentions -> 061
061,manager,manager:controller,controller,,d71ab53d-2a34-4dde-94a6-85e1b780c48c,2026-07-04T21:42:17.949000+00:00,2026-07-04T23:04:58.987000+00:00,4961,47,144,6301104,7.53,91/197 mentions -> 061
061,manager,manager:worker,worker,,da9a0ece-bfa5-4e57-b9b4-b67e5f392209,2026-07-04T23:08:04.628000+00:00,2026-07-04T23:59:52.437000+00:00,3108,40,116,5217992,6.55,84/124 mentions -> 061
061,subagent,subagent:code-writer,contracts,code-writer,agent-a87469e83cf4979ca.jsonl,2026-07-04T21:12:02.952000+00:00,2026-07-04T21:24:53.828000+00:00,771,49,139,6496778,4.41,Implement contracts slice 061
061,subagent,subagent:code-writer,bot,code-writer,agent-a6708aae05b2591a9.jsonl,2026-07-05T00:09:53.423000+00:00,2026-07-05T00:21:01.391000+00:00,668,52,119,6232537,4.17,Implement slice 061 bot change
061,subagent,subagent:plan-reviewer,controller,plan-reviewer,agent-a5a77911ad5687e24.jsonl,2026-07-04T22:14:40.912000+00:00,2026-07-04T22:35:52.966000+00:00,1272,29,100,3514827,3.81,Review plan for slice 061 controller
061,manager,manager:bot,bot,,f71b96ca-29a6-4fed-9d66-06d499a7a90a,2026-07-05T00:00:58.655000+00:00,2026-07-05T00:30:43.239000+00:00,1785,33,91,2822118,3.35,41/83 mentions -> 061
061,subagent,subagent:code-reviewer,worker,code-reviewer,agent-a25a4983dd69ffd4e.jsonl,2026-07-04T23:46:43.130000+00:00,2026-07-04T23:58:11.479000+00:00,688,37,104,3600347,3.27,Code-reviewer for slice 061 worker
061,subagent,subagent:code-writer,worker,code-writer,agent-a759a3c9928e6f347.jsonl,2026-07-04T23:39:28.096000+00:00,2026-07-04T23:45:11.599000+00:00,344,33,103,3352389,2.52,Code-writer for slice 061 worker
061,subagent,subagent:plan-writer,contracts,plan-writer,agent-ae14da842da366b09.jsonl,2026-07-04T20:32:38.575000+00:00,2026-07-04T20:47:53.539000+00:00,915,17,63,2236580,2.36,Write plan for contracts slice 061
061,subagent,subagent:slice-verifier,root,slice-verifier,agent-ae2248ea4313b447e.jsonl,2026-07-05T00:35:16.809000+00:00,2026-07-05T00:46:26.963000+00:00,670,28,95,2326319,2.01,Independent slice 061 verification
061,subagent,subagent:code-reviewer,contracts,code-reviewer,agent-ab9b753757bdb82a0.jsonl,2026-07-04T21:27:42.002000+00:00,2026-07-04T21:37:37.887000+00:00,596,31,90,2388586,1.90,Adversarial review of contracts impl
061,subagent,subagent:plan-writer,worker,plan-writer,agent-ad63ac17342285683.jsonl,2026-07-04T23:18:10.989000+00:00,2026-07-04T23:29:59.405000+00:00,708,19,62,1789565,1.89,Plan-writer for slice 061 worker
061,subagent,subagent:plan-writer,contracts,plan-writer,agent-ac2209dbf1ed0778c.jsonl,2026-07-04T21:01:21.526000+00:00,2026-07-04T21:07:09.757000+00:00,348,26,75,2229820,1.74,Revise contracts plan per review
061,subagent,subagent:code-reviewer,controller,code-reviewer,agent-a629404b3b30937b4.jsonl,2026-07-04T22:54:57.819000+00:00,2026-07-04T23:03:08.464000+00:00,491,20,77,1864158,1.74,Review slice 061 controller implementation
061,subagent,subagent:plan-reviewer,contracts,plan-reviewer,agent-a095774ade14a0acc.jsonl,2026-07-04T20:49:36.163000+00:00,2026-07-04T21:00:14.058000+00:00,638,13,55,1388824,1.65,Review contracts slice 061 plan
061,subagent,subagent:plan-reviewer,worker,plan-reviewer,agent-a49c49f7b85061933.jsonl,2026-07-04T23:30:52.930000+00:00,2026-07-04T23:38:28.629000+00:00,456,16,56,1379761,1.38,Plan-reviewer for slice 061 worker
061,manager,manager:root,root,,d15c3ea9-b6be-4518-a48e-f026fdecdbca,2026-07-04T20:06:11.520000+00:00,2026-07-04T20:06:44.430000+00:00,33,6,16,352502,1.27,10/18 mentions -> 061
061,subagent,subagent:code-reviewer,bot,code-reviewer,agent-ae5cd53f838993658.jsonl,2026-07-05T00:22:30.852000+00:00,2026-07-05T00:28:50.974000+00:00,380,18,57,1151088,1.08,Review slice 061 bot change
